"tp","cl","ph","redox","leit","trueb","cl_2","fm","fm_2","event"
7,0.16,8.38,753,211,0.022,0.11,1665,1054,0
7,0.16,8.37,754,211,0.022,0.111,1665,1049,0
7,0.16,8.36,753,210,0.023,0.111,1660,1048,0
7,0.16,8.37,753,211,0.023,0.111,1666,1048,0
7,0.16,8.37,754,211,0.024,0.11,1648,1047,0
7,0.16,8.36,753,211,0.023,0.111,1616,1046,0
7,0.16,8.36,754,210,0.023,0.11,1645,1054,0
7,0.16,8.36,754,210,0.022,0.111,1678,1057,0
7,0.16,8.35,754,210,0.022,0.11,1653,1055,0
7,0.16,8.35,754,211,0.022,0.11,1648,1055,0
7,0.16,8.35,754,210,0.023,0.11,1630,1043,0
7,0.16,8.35,754,210,0.024,0.11,1653,1046,0
7,0.16,8.34,752,210,0.023,0.11,1660,1049,0
7,0.16,8.34,753,210,0.023,0.11,1620,1047,0
7,0.16,8.34,754,210,0.022,0.11,1651,1048,0
7,0.16,8.53733536034794,729.280805155332,210,0.0293949578743681,0.11,1666,1048,1
7,0.16,8.53733536034794,730.280805155332,210,0.0293949578743681,0.11,1682,1053,1
7,0.16,8.53733536034794,729.280805155332,211,0.0293949578743681,0.11,1656,1048,1
7,0.16,8.53733536034794,729.280805155332,210,0.0293949578743681,0.11,1630,1047,1
7,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1643,1042,1
7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1668,1048,1
7,0.16,8.53733536034794,728.280805155332,210,0.0303949578743681,0.11,1666,1055,1
7,0.16,8.53733536034794,730.280805155332,210,0.0303949578743681,0.11,1656,1048,1
7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1671,1053,1
7,0.16,8.53733536034794,730.280805155332,210,0.0303949578743681,0.11,1628,1055,1
7,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1721,1063,1
6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1657,1053,1
6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1709,1048,1
6.9,0.16,8.53733536034794,728.280805155332,210,0.0303949578743681,0.11,1667,1048,1
7,0.16,8.53733536034794,729.280805155332,211,0.0303949578743681,0.11,1711,1052,1
7,0.16,8.53733536034794,730.280805155332,210,0.0333949578743681,0.11,1689,1049,1
6.9,0.16,8.53733536034794,729.280805155332,210,0.0303949578743681,0.11,1689,1049,1
6.9,0.16,8.54733536034794,729.280805155332,210,0.0303949578743681,0.11,1696,1053,1
6.9,0.16,8.35,753,210,0.025,0.11,1717,1046,0
6.9,0.16,8.34,753,210,0.023,0.11,1656,1046,0
6.9,0.16,8.35,753,210,0.024,0.11,1711,1046,0
6.9,0.16,8.35,753,210,0.022,0.11,1666,1047,0
6.9,0.16,8.35,753,211,0.023,0.11,1637,1048,0
6.9,0.16,8.35,753,210,0.024,0.11,1648,1047,0
6.9,0.16,8.35,754,210,0.022,0.11,1686,1046,0
6.9,0.16,8.35,753,210,0.023,0.11,1650,1046,0
6.9,0.16,8.35,753,210,0.023,0.11,1685,1046,0
6.9,0.16,8.35,754,210,0.023,0.11,1627,1049,0
6.9,0.16,8.35,754,210,0.022,0.11,1667,1054,0
6.9,0.16,8.35,754,210,0.022,0.109,1685,1052,0
6.9,0.16,8.34,752,210,0.023,0.109,1684,1048,0
6.9,0.16,8.35,753,210,0.023,0.109,1729,1055,0
6.9,0.16,8.35,753,210,0.022,0.109,1694,1057,0
6.9,0.16,8.35,753,210,0.022,0.109,1673,1054,0
6.9,0.16,8.35,753,210,0.023,0.108,1689,1052,0
6.9,0.16,8.35,752,210,0.025,0.11,1682,1049,0
6.9,0.16,8.35,753,210,0.023,0.109,1684,1048,0
6.9,0.16,8.35,753,210,0.026,0.109,1715,1053,0
6.9,0.16,8.35,753,211,0.023,0.108,1672,1047,0
6.9,0.16,8.35,753,210,0.023,0.109,1703,1046,0
6.9,0.16,8.35,752,210,0.025,0.109,1706,1053,0
6.9,0.16,8.35,753,210,0.023,0.109,1694,1053,0
6.9,0.16,8.35,752,210,0.023,0.109,1717,1048,0
6.9,0.16,8.36,752,210,0.023,0.108,1729,1054,0
6.9,0.16,8.36,752,210,0.023,0.109,1732,1052,0
6.9,0.16,8.36,752,210,0.024,0.109,1700,1047,0
6.9,0.16,8.36,752,210,0.023,0.11,1714,1049,0
6.9,0.16,8.37,751,210,0.024,0.109,1755,1048,0
6.9,0.16,8.36,752,210,0.024,0.109,1725,1048,0
6.9,0.16,8.36,752,211,0.026,0.11,1737,1057,0
6.9,0.16,8.36,752,210,0.024,0.109,1729,1043,0
6.9,0.16,8.37,752,210,0.024,0.11,1708,1054,0
6.9,0.16,8.37,752,210,0.024,0.11,1740,1054,0
6.9,0.16,8.37,753,210,0.028,0.11,1725,1054,0
6.9,0.16,8.36,752,211,0.024,0.11,1769,1054,0
6.9,0.16,8.36,752,210,0.024,0.11,1708,1061,0
6.9,0.17,8.36,753,211,0.026,0.11,1703,1048,0
6.9,0.16,8.36,752,210,0.025,0.11,1707,1055,0
6.9,0.16,8.36,752,210,0.03,0.11,1760,1049,0
6.9,0.17,8.37,753,210,0.024,0.11,1769,1053,0
6.9,0.16,8.36,751,210,0.024,0.11,1790,1049,0
6.9,0.16,8.36,752,211,0.024,0.11,1771,1052,0
6.9,0.16,8.36,753,210,0.028,0.11,1741,1059,0
6.9,0.16,8.36,752,210,0.028,0.11,1770,1057,0
6.9,0.16,8.36,753,210,0.024,0.11,1805,1053,0
6.9,0.16,8.36,752,210,0.024,0.11,1771,1053,0
6.9,0.16,8.36,752,210,0.025,0.11,1778,1052,0
6.9,0.16,8.36,753,207,0.025,0.11,1732,1054,0
6.9,0.16,8.35,753,210,0.024,0.11,1754,1054,0
6.9,0.16,8.35,753,210,0.024,0.11,1763,1057,0
6.9,0.16,8.35,753,210,0.024,0.11,1758,1053,0
6.9,0.16,8.35,753,207,0.025,0.11,1672,1054,0
6.9,0.16,8.35,753,207,0.024,0.11,1557,1047,0
6.9,0.16,8.35,753,207,0.024,0.11,1474,1054,0
6.9,0.16,8.35,754,207,0.024,0.11,1509,1054,0
6.9,0.16,8.35,753,207,0.024,0.11,1468,1048,0
6.9,0.16,8.34,753,207,0.028,0.11,1527,1048,0
6.9,0.16,8.34,753,207,0.024,0.11,1464,1053,0
6.9,0.16,8.34,753,207,0.025,0.11,1494,1049,0
6.9,0.16,8.34,753,207,0.024,0.11,1466,1048,0
6.9,0.16,8.34,753,210,0.024,0.11,1510,1043,0
6.9,0.16,8.34,754,210,0.025,0.11,1494,1055,0
6.9,0.16,8.34,753,207,0.029,0.111,1498,1053,0
6.9,0.16,8.33,754,211,0.024,0.11,1491,1052,0
6.9,0.16,8.33,754,210,0.024,0.11,1498,1046,0
6.9,0.16,8.33,754,207,0.025,0.111,1482,1053,0
6.9,0.16,8.33,754,207,0.024,0.111,1541,1048,0
6.9,0.16,8.33,754,207,0.024,0.111,1543,994,0
6.9,0.16,8.33,754,207,0.024,0.11,1539,945,0
6.9,0.17,8.33,754,207,0.025,0.111,1543,938,0
6.9,0.17,8.33,754,207,0.024,0.11,1561,937,0
6.9,0.17,8.33,754,207,0.024,0.111,1459,932,0
6.9,0.17,8.33,753,207,0.024,0.11,1451,934,0
6.9,0.17,8.33,754,207,0.024,0.11,1466,938,0
6.9,0.17,8.32,754,207,0.024,0.11,1526,938,0
6.9,0.17,8.32,754,210,0.026,0.11,1481,938,0
6.9,0.17,8.32,754,210,0.024,0.11,1532,934,0
6.9,0.17,8.32,754,210,0.024,0.11,1460,932,0
6.9,0.17,8.32,754,210,0.024,0.11,1442,937,0
6.9,0.17,8.32,753,210,0.024,0.11,1474,936,0
6.9,0.17,8.32,754,210,0.024,0.11,1466,942,0
6.9,0.17,8.32,753,207,0.027,0.109,1487,939,0
6.9,0.17,8.32,753,210,0.024,0.11,1471,934,0
6.9,0.17,8.32,753,210,0.023,0.11,1464,937,0
6.9,0.17,8.32,754,210,0.023,0.109,1478,937,0
6.9,0.17,8.32,753,210,0.025,0.109,1498,928,0
6.9,0.17,8.31,754,210,0.023,0.109,1468,932,0
6.9,0.17,8.3,753,210,0.024,0.109,1446,938,0
6.9,0.17,8.3,754,210,0.023,0.109,1487,928,0
6.9,0.17,8.31,753,210,0.023,0.109,1446,930,0
6.9,0.17,8.3,754,210,0.023,0.11,1487,928,0
6.9,0.17,8.3,754,210,0.023,0.109,1482,930,0
6.9,0.17,8.3,753,210,0.023,0.11,1482,937,0
6.9,0.17,8.3,754,210,0.023,0.11,1523,937,0
6.9,0.17,8.3,754,210,0.023,0.109,1534,936,0
6.9,0.17,8.3,754,210,0.023,0.11,1495,938,0
6.9,0.17,8.3,754,210,0.023,0.11,1516,942,0
6.9,0.16,8.3,754,210,0.023,0.109,1472,937,0
6.9,0.16,8.3,754,210,0.023,0.11,1504,932,0
6.9,0.16,8.3,753,210,0.023,0.11,1517,942,0
6.9,0.17,8.3,754,210,0.023,0.11,1524,942,0
6.9,0.17,8.3,754,210,0.025,0.109,1472,937,0
6.9,0.16,8.3,754,210,0.023,0.11,1481,938,0
6.9,0.17,8.29,754,210,0.023,0.11,1488,932,0
6.9,0.17,8.29,754,210,0.023,0.11,1471,938,0
6.9,0.17,8.3,754,210,0.023,0.11,1534,937,0
6.8,0.17,8.3,754,210,0.023,0.11,1509,938,0
6.9,0.17,8.29,754,210,0.023,0.11,1511,943,0
6.8,0.17,8.29,753,210,0.023,0.109,1547,936,0
6.8,0.17,8.29,754,210,0.023,0.11,1532,937,0
6.8,0.17,8.29,753,210,0.023,0.11,1494,934,0
6.9,0.17,8.29,754,210,0.023,0.11,1510,942,0
6.9,0.17,8.29,753,210,0.023,0.109,1510,942,0
6.9,0.17,8.29,754,210,0.023,0.11,1530,942,0
6.9,0.17,8.29,753,210,0.022,0.11,1500,943,0
6.8,0.17,8.29,754,210,0.022,0.109,1501,936,0
6.8,0.17,8.29,754,210,0.022,0.109,1475,936,0
6.8,0.17,8.28,754,210,0.022,0.109,1532,938,0
6.8,0.17,8.29,753,210,0.023,0.108,1533,939,0
6.8,0.17,8.28,754,210,0.023,0.109,1538,936,0
6.8,0.17,8.29,753,210,0.023,0.106,1538,932,0
6.8,0.16,8.29,753,210,0.023,0.108,1553,934,0
6.8,0.16,8.29,753,210,0.023,0.108,1543,938,0
6.8,0.16,8.29,753,210,0.025,0.108,1568,931,0
6.8,0.16,8.29,753,210,0.023,0.108,1509,938,0
6.8,0.16,8.3,753,210,0.023,0.108,1489,942,0
6.8,0.16,8.3,753,210,0.023,0.106,1521,947,0
6.8,0.16,8.3,753,210,0.024,0.106,1649,938,0
6.8,0.16,8.3,754,210,0.023,0.108,1604,943,0
6.8,0.16,8.3,752,210,0.023,0.108,1644,943,0
6.8,0.16,8.3,752,210,0.023,0.106,1576,942,0
6.8,0.16,8.3,753,210,0.024,0.108,1608,939,0
6.8,0.16,8.3,754,210,0.028,0.108,1488,930,0
6.8,0.16,8.3,753,210,0.023,0.108,1572,934,0
6.8,0.16,8.3,752,210,0.023,0.109,1538,937,0
6.8,0.16,8.3,753,210,0.023,0.108,1515,939,0
6.8,0.16,8.3,752,210,0.023,0.109,1516,931,0
6.8,0.17,8.3,754,210,0.022,0.109,1575,950,0
6.8,0.17,8.31,752,210,0.023,0.11,1523,953,0
6.8,0.17,8.31,754,210,0.022,0.11,1533,954,0
6.8,0.17,8.31,754,210,0.023,0.11,1530,944,0
6.8,0.17,8.31,753,210,0.022,0.11,1527,942,0
6.8,0.17,8.3,753,210,0.023,0.109,1556,936,0
6.8,0.17,8.31,754,210,0.023,0.11,1553,939,0
6.8,0.17,8.32,753,210,0.022,0.11,1489,943,0
6.8,0.17,8.31,754,210,0.023,0.11,1523,939,0
6.8,0.17,8.31,754,210,0.025,0.11,1505,932,0
6.8,0.17,8.31,753,210,0.021,0.11,1506,931,0
6.8,0.17,8.3,754,210,0.022,0.111,1538,934,0
6.8,0.17,8.3,754,210,0.022,0.113,1517,936,0
6.9,0.17,8.3,753,210,0.022,0.114,1570,936,0
6.9,0.17,8.3,754,210,0.023,0.113,1616,936,0
6.9,0.17,8.3,754,210,0.022,0.111,1607,944,0
6.9,0.17,8.3,754,210,0.022,0.111,1614,943,0
6.9,0.17,8.3,754,210,0.023,0.11,1626,944,0
6.9,0.17,8.3,753,210,0.023,0.111,1637,936,0
6.9,0.16,8.3,754,210,0.023,0.111,1546,932,0
6.9,0.16,8.3,754,210,0.024,0.113,1568,937,0
6.9,0.16,8.3,754,210,0.023,0.113,1563,934,0
6.9,0.16,8.3,754,210,0.023,0.114,1528,934,0
6.9,0.16,8.3,754,210,0.022,0.114,1526,936,0
6.9,0.16,8.3,754,210,0.023,0.111,1501,942,0
6.9,0.16,8.3,754,210,0.023,0.111,1543,944,0
6.9,0.16,8.3,754,210,0.023,0.113,1511,937,0
6.9,0.16,8.3,754,210,0.022,0.113,1517,937,0
6.9,0.16,8.3,754,210,0.023,0.113,1527,936,0
6.9,0.16,8.3,753,210,0.022,0.113,1550,937,0
6.9,0.16,8.3,754,210,0.022,0.111,1512,932,0
7,0.16,8.3,754,210,0.023,0.111,1547,932,0
6.9,0.16,8.3,753,210,0.029,0.113,1518,932,0
6.9,0.16,8.3,753,210,0.025,0.114,1505,936,0
7,0.16,8.31,754,210,0.028,0.113,1530,936,0
6.9,0.16,8.31,754,210,0.023,0.114,1498,939,0
7,0.16,8.31,754,210,0.023,0.114,1653,934,0
6.9,0.16,8.31,754,210,0.023,0.113,1582,932,0
6.9,0.16,8.32,754,210,0.023,0.114,1619,938,0
6.9,0.16,8.32,754,210,0.023,0.113,1621,936,0
6.9,0.16,8.32,754,210,0.023,0.113,1545,943,0
7,0.16,8.33,752,210,0.023,0.113,1510,943,0
6.9,0.16,8.33,754,210,0.023,0.114,1538,938,0
6.9,0.16,8.33,754,210,0.023,0.113,1524,892,0
6.9,0.16,8.33,754,210,0.023,0.113,1518,880,0
6.9,0.16,8.34,754,210,0.023,0.113,1501,820,0
6.9,0.16,8.34,753,210,0.024,0.113,1518,806,0
6.9,0.16,8.34,754,210,0.023,0.114,1501,804,0
6.9,0.16,8.34,753,210,0.027,0.113,1487,803,0
6.9,0.16,8.35,753,210,0.023,0.113,1539,804,0
6.9,0.16,8.34,753,210,0.023,0.111,1511,804,0
6.9,0.16,8.35,753,210,0.023,0.111,1501,798,0
6.9,0.16,8.35,753,210,0.022,0.111,1488,792,0
6.9,0.16,8.35,753,210,0.022,0.111,1532,804,0
6.9,0.16,8.35,752,210,0.022,0.111,1527,799,0
6.9,0.16,8.35,753,210,0.022,0.11,1535,809,0
6.9,0.16,8.35,752,210,0.022,0.113,1516,809,0
6.9,0.16,8.35,752,210,0.023,0.111,1516,803,0
6.9,0.16,8.35,752,210,0.022,0.11,1500,806,0
6.9,0.16,8.34,753,210,0.022,0.111,1511,804,0
6.9,0.16,8.34,753,211,0.022,0.11,1526,810,0
6.9,0.16,8.34,753,210,0.022,0.111,1518,805,0
6.9,0.16,8.34,753,210,0.022,0.11,1539,806,0
6.9,0.16,8.34,753,211,0.021,0.111,1553,810,0
6.9,0.16,8.34,753,211,0.022,0.111,1516,804,0
6.9,0.16,8.34,753,211,0.022,0.11,1546,810,0
6.9,0.16,8.33,752,210,0.022,0.11,1556,800,0
6.9,0.16,8.33,753,211,0.023,0.11,1511,804,0
6.9,0.16,8.33,753,210,0.021,0.111,1541,799,0
6.9,0.16,8.33,752,210,0.022,0.11,1503,798,0
6.9,0.16,8.33,752,211,0.022,0.11,1557,804,0
6.9,0.16,8.33,753,210,0.022,0.11,1541,803,0
6.9,0.16,8.33,752,211,0.022,0.11,1553,805,0
6.9,0.16,8.33,753,211,0.032,0.111,1501,804,0
6.9,0.16,8.33,753,211,0.021,0.11,1526,804,0
6.9,0.17,8.32,753,211,0.021,0.11,1510,792,0
6.9,0.17,8.33,752,211,0.021,0.11,1503,799,0
6.9,0.17,8.32,753,210,0.022,0.11,1489,806,0
6.9,0.17,8.32,753,211,0.023,0.11,1633,811,0
6.9,0.17,8.32,752,211,0.021,0.11,1637,804,0
6.9,0.17,8.32,753,211,0.022,0.11,1649,810,0
6.9,0.17,8.32,752,210,0.022,0.11,1615,806,0
6.9,0.17,8.32,753,211,0.021,0.11,1547,798,0
6.9,0.17,8.32,753,211,0.021,0.11,1539,803,0
6.9,0.17,8.31,753,211,0.021,0.11,1535,805,0
6.9,0.17,8.31,753,211,0.021,0.111,1524,804,0
6.9,0.17,8.32,753,211,0.021,0.11,1526,800,0
6.9,0.17,8.31,752,211,0.021,0.111,1516,804,0
6.9,0.17,8.31,753,211,0.021,0.11,1526,803,0
6.9,0.17,8.3,753,211,0.022,0.111,1511,803,0
6.9,0.17,8.3,752,211,0.022,0.11,1557,799,0
6.9,0.17,8.3,752,211,0.023,0.11,1543,800,0
6.9,0.17,8.31,753,211,0.023,0.11,1564,805,0
6.9,0.17,8.3,753,211,0.023,0.11,1523,800,0
6.9,0.16,8.3,752,211,0.024,0.11,1532,800,0
6.9,0.16,8.31,753,211,0.023,0.11,1503,800,0
6.9,0.16,8.31,752,211,0.023,0.109,1543,809,0
6.9,0.16,8.3,752,211,0.023,0.11,1564,806,0
6.8,0.16,8.31,753,211,0.023,0.11,1541,809,0
6.9,0.16,8.31,752,211,0.023,0.109,1510,806,0
6.9,0.16,8.31,751,211,0.023,0.11,1559,810,0
6.9,0.16,8.31,753,211,0.023,0.11,1480,800,0
6.9,0.16,8.32,752,211,0.023,0.11,1541,803,0
6.9,0.16,8.32,752,211,0.023,0.108,1562,805,0
6.8,0.16,8.33,751,211,0.023,0.108,1538,804,0
6.9,0.16,8.32,752,211,0.023,0.109,1543,805,0
6.9,0.16,8.33,751,211,0.023,0.109,1524,805,0
6.9,0.16,8.32,752,211,0.023,0.109,1546,805,0
6.9,0.16,8.33,752,211,0.023,0.109,1530,803,0
6.9,0.16,8.33,752,211,0.023,0.109,1552,809,0
6.8,0.16,8.33,751,211,0.023,0.108,1526,805,0
6.8,0.16,8.34,752,211,0.027,0.109,1530,803,0
6.8,0.16,8.34,752,211,0.023,0.109,1497,803,0
6.8,0.16,8.33,752,211,0.023,0.106,1549,809,0
6.8,0.16,8.33,751,211,0.023,0.11,1564,803,0
6.8,0.16,8.33,751,211,0.023,0.108,1543,809,0
6.8,0.16,8.34,751,211,0.023,0.109,1540,809,0
6.8,0.17,8.34,751,211,0.023,0.108,1601,797,0
6.8,0.16,8.34,751,211,0.023,0.108,1550,809,0
6.9,0.17,8.34,751,211,0.023,0.109,1545,810,0
6.9,0.17,8.34,751,211,0.023,0.109,1516,810,0
6.8,0.17,8.34,752,211,0.023,0.108,1559,812,0
6.8,0.17,8.34,751,211,0.023,0.108,1567,806,0
6.9,0.16,8.34,751,211,0.023,0.109,1556,809,0
6.9,0.16,8.34,752,211,0.024,0.109,1561,805,0
6.9,0.16,8.34,751,211,0.026,0.109,1505,810,0
6.8,0.16,8.34,752,211,0.023,0.109,1540,806,0
6.9,0.16,8.34,751,211,0.023,0.109,1533,800,0
6.9,0.16,8.34,751,211,0.023,0.109,1575,805,0
6.9,0.16,8.35,751,211,0.023,0.109,1561,805,0
6.9,0.16,8.35,751,211,0.023,0.109,1527,799,0
6.9,0.16,8.36,751,211,0.023,0.108,1540,810,0
6.9,0.16,8.37,751,211,0.023,0.109,1541,800,0
6.9,0.16,8.37,751,211,0.024,0.109,1535,806,0
6.9,0.16,8.38,750,211,0.023,0.11,1570,805,0
6.9,0.16,8.39,749,211,0.023,0.109,1569,804,0
6.9,0.16,8.39,750,211,0.023,0.11,1564,809,0
6.9,0.16,8.39,749,211,0.023,0.111,1584,803,0
6.9,0.16,8.39,749,211,0.022,0.109,1534,800,0
6.9,0.16,8.39,749,211,0.023,0.109,1532,804,0
6.9,0.16,8.39,750,211,0.023,0.109,1593,804,0
6.9,0.16,8.39,751,211,0.023,0.111,1592,800,0
6.9,0.16,8.39,750,211,0.023,0.109,1555,804,0
6.9,0.16,8.39,750,211,0.022,0.109,1538,810,0
6.9,0.16,8.39,751,211,0.023,0.111,1550,804,0
6.9,0.16,8.39,750,211,0.023,0.111,1599,800,0
6.9,0.16,8.39,751,211,0.023,0.111,1555,804,0
6.9,0.16,8.39,751,211,0.022,0.111,1568,805,0
6.9,0.15,8.38,751,211,0.023,0.111,1535,799,0
6.9,0.15,8.38,751,211,0.022,0.111,1476,795,0
6.9,0.16,8.38,751,211,0.022,0.111,1576,817,0
6.9,0.16,8.38,751,211,0.022,0.111,1505,818,0
6.9,0.16,8.38,751,211,0.024,0.111,1511,815,0
6.9,0.16,8.38,751,211,0.022,0.111,1549,809,0
6.9,0.16,8.38,751,211,0.022,0.111,1619,803,0
6.9,0.16,8.38,751,211,0.023,0.111,1645,809,0
6.9,0.16,8.38,751,211,0.022,0.111,1667,805,0
6.9,0.16,8.38,751,211,0.023,0.111,1611,809,0
6.9,0.16,8.38,751,211,0.023,0.113,1584,800,0
6.9,0.16,8.37,751,211,0.022,0.111,1523,804,0
6.9,0.16,8.37,751,211,0.022,0.111,1563,811,0
6.9,0.16,8.37,751,211,0.022,0.113,1500,800,0
6.9,0.16,8.37,751,211,0.022,0.111,1518,804,0
6.9,0.16,8.37,751,211,0.023,0.111,1528,800,0
6.9,0.16,8.37,751,211,0.021,0.113,1547,806,0
6.9,0.16,8.37,751,211,0.021,0.113,1572,805,0
6.9,0.16,8.36,751,211,0.022,0.113,1527,795,0
6.9,0.16,8.36,751,214,0.021,0.111,1524,803,0
6.9,0.16,8.36,751,211,0.021,0.113,1538,800,0
6.9,0.16,8.36,751,211,0.021,0.111,1541,798,0
6.9,0.16,8.36,751,211,0.023,0.113,1516,805,0
6.9,0.16,8.36,751,211,0.024,0.113,1527,800,0
6.9,0.16,8.36,751,211,0.022,0.111,1524,806,0
6.9,0.16,8.36,751,211,0.021,0.113,1533,804,0
6.9,0.16,8.36,751,211,0.022,0.113,1546,798,0
6.9,0.16,8.36,751,214,0.022,0.111,1550,800,0
6.9,0.16,8.36,751,211,0.022,0.111,1543,804,0
6.9,0.16,8.35,751,211,0.022,0.111,1592,798,0
6.9,0.16,8.35,751,211,0.023,0.114,1590,799,0
6.9,0.16,8.35,751,211,0.022,0.111,1611,797,0
6.9,0.16,8.35,752,211,0.022,0.111,1622,797,0
6.9,0.16,8.35,751,214,0.022,0.111,1586,800,0
6.9,0.16,8.35,751,214,0.023,0.111,1626,803,0
6.9,0.16,8.35,752,214,0.022,0.111,1667,803,0
6.9,0.16,8.35,751,214,0.022,0.111,1648,809,0
6.9,0.16,8.34,752,211,0.022,0.113,1660,815,0
6.9,0.15,8.34,751,211,0.022,0.111,1649,810,0
6.9,0.16,8.34,752,214,0.022,0.111,1608,805,0
6.9,0.16,8.34,751,214,0.028,0.111,1655,800,0
6.9,0.15,8.34,752,214,0.022,0.113,1613,804,0
6.9,0.16,8.34,752,214,0.022,0.111,1763,809,0
6.9,0.16,8.34,751,214,0.022,0.113,1725,811,0
6.9,0.16,8.34,752,211,0.022,0.111,1717,809,0
6.9,0.16,8.34,752,214,0.022,0.111,1706,806,0
6.9,0.16,8.34,752,214,0.022,0.113,1679,811,0
6.9,0.16,8.34,752,214,0.023,0.111,1621,809,0
6.9,0.16,8.34,751,214,0.024,0.111,1642,814,0
6.9,0.16,8.34,752,214,0.023,0.111,1620,811,0
6.9,0.16,8.34,751,214,0.023,0.113,1672,811,0
